Architecture,Run,Instance_ID,Success,Status,NN_Time_s,NN_Initialized_IPOPT_Time_s,Total_Online_Time_s,Cold_IPOPT_Time_s,Cold_IPOPT_Cost,Speedup_vs_Cold_IPOPT,Feasible_Cost,Feasible_Obj_Gap_pct
Ablated PINN,1,0,True,optimal,4.488692432641983e-05,0.9082572422921658,0.9083021292164922,0.7029111012816429,37581.16658725598,0.7738736689827854,37581.16658725587,-2.904097294567786e-13
Ablated PINN,1,1,True,optimal,4.488692432641983e-05,0.3038518172688782,0.30389670419320464,0.1652762829326093,37707.62420900778,0.5438567797942739,37707.62420900733,-1.196334644630327e-12
Ablated PINN,1,2,True,optimal,4.488692432641983e-05,0.2306087608449161,0.23065364776924252,0.174185655079782,35928.650807939695,0.7551827459240795,35928.65080793979,2.6326468391482743e-13
Ablated PINN,1,3,True,optimal,4.488692432641983e-05,0.2248123991303146,0.224857286054641,0.1632512500509619,36902.03678381335,0.7260216153782597,36902.03678381327,-2.168864938943542e-13
Ablated PINN,1,4,True,optimal,4.488692432641983e-05,0.20074055576696992,0.20078544269129633,0.177220526151359,37600.85536654788,0.8826363294864562,37600.855366546646,-3.2895868520895904e-12
Ablated PINN,1,5,True,optimal,4.488692432641983e-05,0.16372374817728996,0.16376863510161638,0.1503279763273894,36866.67547005534,0.9179289809316221,36866.67547005418,-3.1577385360253654e-12
Ablated PINN,1,6,True,optimal,4.488692432641983e-05,0.19841190613806248,0.1984567930623889,0.17819330887869,38004.28690234184,0.8978947312862773,38004.28690234807,1.638820308284018e-11
Ablated PINN,1,7,True,optimal,4.488692432641983e-05,0.23659933311864734,0.23664422004297375,0.1764783598482608,36775.08123419669,0.7457539415761473,36775.08123419663,-1.582801695060318e-13
Ablated PINN,1,8,True,optimal,4.488692432641983e-05,0.2442275546491146,0.24427244157344102,0.1664968747645616,36978.40899588076,0.6816031873759446,36978.40899587928,-3.994275134562359e-12
Ablated PINN,1,9,True,optimal,4.488692432641983e-05,0.2534437351860106,0.253488622110337,0.1648466871120035,37364.12630120166,0.650311977475068,37364.1263012042,6.815588686419517e-12
Ablated PINN,1,10,True,optimal,4.488692432641983e-05,0.27201911015436053,0.27206399707868695,0.1573416241444647,36704.93616789373,0.5783257830287556,36704.936167892425,-3.5482868216456835e-12
Ablated PINN,1,11,True,optimal,4.488692432641983e-05,0.23735787998884916,0.23740276691317558,0.1653347578831017,38193.61240151597,0.6964314697459654,38193.61240151445,-3.981490740854818e-12
Ablated PINN,1,12,True,optimal,4.488692432641983e-05,0.2588531821966171,0.25889806912094354,0.1727200988680124,37317.390173038286,0.6671355234686075,37317.390173041436,8.44241687945703e-12
Ablated PINN,1,13,True,optimal,4.488692432641983e-05,0.21517800586298108,0.2152228927873075,0.1623006612062454,36927.52024933221,0.754105007624063,36927.5202493293,-7.861635626918887e-12
Ablated PINN,1,14,True,optimal,4.488692432641983e-05,0.1803076951764524,0.1803525821007788,0.1527521843090653,37281.01560739845,0.8469642215807547,37281.01560739816,-7.611443581403956e-13
Ablated PINN,1,15,True,optimal,4.488692432641983e-05,0.18033402413129807,0.18037891105562448,0.1881736749783158,36970.38087601325,1.0432132774118346,36970.38087601658,8.993990732292378e-12
Ablated PINN,1,16,True,optimal,4.488692432641983e-05,0.18219806533306837,0.18224295225739479,0.1507117301225662,38848.967280889054,0.8269824882429758,38848.96728088927,5.618649444328485e-13
Ablated PINN,1,17,True,optimal,4.488692432641983e-05,0.21752386866137385,0.21756875558570027,0.1645431309007108,37957.91146352359,0.7562810682892255,37957.91146352248,-2.913610140059105e-12
Ablated PINN,1,18,True,optimal,4.488692432641983e-05,0.26965099666267633,0.26969588358700275,0.1679855650290846,38056.53689326101,0.6228703337805791,38056.53689326098,-7.647524665305887e-14
Ablated PINN,1,19,True,optimal,4.488692432641983e-05,0.2515301238745451,0.2515750107988715,0.1546796639449894,36767.26822304173,0.6148451050595493,36767.268223041014,-1.9393440977568122e-12
Ablated PINN,1,20,True,optimal,4.488692432641983e-05,0.27832670183852315,0.27837158876284956,0.1571014206856489,37706.58572882871,0.5643586739000394,37706.585728829145,1.1577750899817851e-12
Ablated PINN,1,21,True,optimal,4.488692432641983e-05,0.27618764294311404,0.27623252986744046,0.1470939521677792,36531.38966684323,0.5325004706663883,36531.38966684284,-1.055601106523809e-12
Ablated PINN,1,22,True,optimal,4.488692432641983e-05,0.24171428987756371,0.24175917680189013,0.1775176827795803,35866.798990233656,0.7342748479204468,35866.798990230105,-9.89959353966419e-12
Ablated PINN,1,23,True,optimal,4.488692432641983e-05,0.21115550817921758,0.211200395103544,0.1634733946993947,36789.37153111116,0.774020307202785,36789.371531111115,-1.1866401590519914e-13
Ablated PINN,1,24,True,optimal,4.488692432641983e-05,0.2696913140825927,0.26973620100691914,0.1636657412163913,37923.84644974744,0.6067622388297559,37923.846449747565,3.2615699888201076e-13
Ablated PINN,1,25,True,optimal,4.488692432641983e-05,0.19373410474509,0.19377899166941642,0.1676783710718155,39062.01264174192,0.8653072741645382,39062.01264174083,-2.794002582860371e-12
Ablated PINN,1,26,True,optimal,4.488692432641983e-05,0.21763271000236273,0.21767759692668914,0.1732960944063961,38502.70951805598,0.7961135957631867,38502.70951805597,-1.8897261271369333e-14
Ablated PINN,1,27,True,optimal,4.488692432641983e-05,0.2557328287512064,0.2557777156755328,0.1849055322818458,37098.46446151903,0.7229149411765331,37098.464461519085,1.5690045870724442e-13
Ablated PINN,1,28,True,optimal,4.488692432641983e-05,0.24501243513077497,0.2450573220551014,0.1622271696105599,37732.51147009323,0.6619968269060044,37732.51147009354,8.098857136448883e-13
Ablated PINN,1,29,True,optimal,4.488692432641983e-05,0.2939576879143715,0.2940025748386979,0.1579065909609198,36949.69147879762,0.5370925443341915,36949.691478797366,-6.892033635586576e-13
Ablated PINN,1,30,True,optimal,4.488692432641983e-05,0.290286036208272,0.2903309231325984,0.1673054611310362,37873.52054076799,0.5762578072147876,37873.52054076745,-1.4216287679673298e-12
Ablated PINN,1,31,True,optimal,4.488692432641983e-05,0.24590966990217566,0.24595455682650208,0.1790197207592427,37154.95594431231,0.7278568979127488,37154.955944311165,-3.0744898396297664e-12
Ablated PINN,1,32,True,optimal,4.488692432641983e-05,0.27159005170688033,0.27163493863120675,0.1805329089984297,36261.06802752526,0.6646159360358852,36261.06802752854,9.049531805036239e-12
Ablated PINN,1,33,True,optimal,4.488692432641983e-05,0.2312695598229766,0.231314446747303,0.1816727579571306,39175.58797208662,0.7853930461835661,39175.58797208605,-1.4672419260945042e-12
Ablated PINN,1,34,True,optimal,4.488692432641983e-05,0.1983859771862626,0.19843086411058902,0.1574292448349297,37392.7018554338,0.7933707568152886,37392.70185543374,-1.5566583323801417e-13
Ablated PINN,1,35,True,optimal,4.488692432641983e-05,0.1941472440958023,0.19419213102012872,0.1631733779795467,37819.358279943845,0.8402677138479581,37819.35827994288,-2.55874876438499e-12
Ablated PINN,1,36,True,optimal,4.488692432641983e-05,0.2065346371382475,0.2065795240625739,0.1727020228281617,36667.54102069772,0.8360074582021471,36667.541020698234,1.408856378766774e-12
Ablated PINN,1,37,True,optimal,4.488692432641983e-05,0.2376926690340042,0.23773755595833063,0.1722064823843538,37589.13373195846,0.724355399760807,37589.13373195736,-2.9421948514221824e-12
Ablated PINN,1,38,True,optimal,4.488692432641983e-05,0.20812573097646236,0.20817061790078878,0.1687738937325775,38839.06333083153,0.8107479116625997,38839.0633308315,-7.493442931109585e-14
Ablated PINN,1,39,True,optimal,4.488692432641983e-05,0.24583870824426413,0.24588359516859054,0.1731656058691442,38987.1527669687,0.7042584754400263,38987.15276696861,-2.2394939146254998e-13
Ablated PINN,1,40,True,optimal,4.488692432641983e-05,0.1709795780479908,0.17102446497231721,0.1702394988387823,37519.98880849758,0.9954102114357618,37519.98880849708,-1.338062966759077e-12
Ablated PINN,1,41,True,optimal,4.488692432641983e-05,0.17852529184892774,0.17857017877325415,0.174827363807708,37988.35995223662,0.9790400894972574,37988.359952235594,-2.7005904568919434e-12
Ablated PINN,1,42,True,optimal,4.488692432641983e-05,0.19080505799502134,0.19084994491934776,0.1791499881073832,36992.35131840283,0.9386955190534171,36992.35131840182,-2.7142966450413373e-12
