Architecture,Run,Instance_ID,Success,Status,NN_Time_s,NN_Initialized_IPOPT_Time_s,Total_Online_Time_s,Cold_IPOPT_Time_s,Cold_IPOPT_Cost,Speedup_vs_Cold_IPOPT,Feasible_Cost,Feasible_Obj_Gap_pct
PINN Baseline,1,0,True,optimal,8.599354699254036e-05,0.17044493509456515,0.1705309286415577,0.7029111012816429,37581.16658725598,4.1218980444251585,37581.166587255844,-3.6785232397858625e-13
PINN Baseline,1,1,True,optimal,8.599354699254036e-05,0.1629769098944962,0.16306290344148874,0.16527628293260932,37707.62420900778,1.0135737770173754,37707.62420900738,-1.0612646041075482e-12
PINN Baseline,1,2,True,optimal,8.599354699254036e-05,0.16653490671887994,0.16662090026587248,0.174185655079782,35928.650807939695,1.0454009959245127,35928.650807941056,3.7869612224671335e-12
PINN Baseline,1,3,True,optimal,8.599354699254036e-05,0.1800152831710875,0.18010127671808004,0.16325125005096197,36902.03678381335,0.9064413813484836,36902.03678381324,-3.1547126384633337e-13
PINN Baseline,1,4,True,optimal,8.599354699254036e-05,0.16382226394489408,0.16390825749188662,0.17722052615135908,37600.85536654788,1.081217803563871,37600.85536654782,-1.7415459805180185e-13
PINN Baseline,1,5,True,optimal,8.599354699254036e-05,0.17707777908071876,0.1771637726277113,0.15032797632738948,36866.67547005534,0.8485254863209869,36866.67547005226,-8.368007120467218e-12
PINN Baseline,1,6,True,optimal,8.599354699254036e-05,0.18588785408064723,0.18597384762763977,0.17819330887869,38004.28690234184,0.9581632640922282,38004.286902341744,-2.4888626177210557e-13
PINN Baseline,1,7,True,optimal,8.599354699254036e-05,0.17428199388086796,0.1743679874278605,0.17647835984826088,36775.08123419669,1.012102980894205,36775.0812341967,3.957004237650795e-14
PINN Baseline,1,8,True,optimal,8.599354699254036e-05,0.17180124577134848,0.17188723931834102,0.16649687476456165,36978.40899588076,0.9686401121156165,36978.40899588075,-1.9676232189962355e-14
PINN Baseline,1,9,True,optimal,8.599354699254036e-05,0.18559779599308968,0.18568378954008222,0.16484668711200356,37364.12630120166,0.8877817903238091,37364.12630120154,-3.11569768522035e-13
PINN Baseline,1,10,True,optimal,8.599354699254036e-05,0.17326860036700964,0.17335459391400218,0.15734162414446473,36704.93616789373,0.907628812089738,36704.936167893466,-7.13621930610305e-13
PINN Baseline,1,11,True,optimal,8.599354699254036e-05,0.15840377984568477,0.1584897733926773,0.1653347578831017,38193.61240151597,1.0431888086145793,38193.61240151594,-9.525097466159852e-14
PINN Baseline,1,12,True,optimal,8.599354699254036e-05,0.17452197009697556,0.1746079636439681,0.17272009886801243,37317.390173038286,0.9891879801095149,37317.39017303566,-7.0385969826420044e-12
PINN Baseline,1,13,True,optimal,8.599354699254036e-05,0.17287369584664702,0.17295968939363957,0.16230066120624542,36927.52024933221,0.9383727605850678,36927.52024932935,-7.743415542303565e-12
PINN Baseline,1,14,True,optimal,8.599354699254036e-05,0.16291848616674542,0.16300447971373797,0.15275218430906534,37281.01560739845,0.9371042107390097,37281.01560739864,5.269460940971969e-13
